volcano_number,volcano_name,eruption_number,vei,start_year,end_year,latitude,longitude,decade,country,region,subregion,elevation,tectonic_settings,volcano_type
241050,Okataina,14507,1.0,1896-01-01,,-38.12,176.5,1890.0,New Zealand,New Zealand to Fiji,New Zealand,1111.0,Subduction zone / Continental crust (>25 km),Other
223020,Nyamuragira,14042,1.0,1896-01-01,,-1.408,29.2,1890.0,DR Congo,Africa and Red Sea,Africa (central),3058.0,Rift zone / Continental crust (>25 km),Shield Volcano
358030,Huequi,12266,2.0,1896-01-01,,-42.377,-72.578,1890.0,Chile,South America,Southern Chile and Argentina,1318.0,Subduction zone / Continental crust (>25 km),Other
268060,Gamalama,16654,1.0,1895-01-01,1895.0,0.8,127.33,1890.0,Indonesia,Indonesia,Halmahera,1715.0,Subduction zone / Oceanic crust (< 15 km),Stratovolcano
283190,Zaozan [Zaosan],17981,2.0,1895-01-01,1895.0,38.144,140.44,1890.0,Japan,"Japan, Taiwan, Marianas",Honshu,1841.0,Subduction zone / Continental crust (>25 km),Complex Volcano
311320,Akutan,21085,2.0,1895-01-01,1895.0,54.134,-165.986,1890.0,United States,Alaska,Aleutian Islands,1303.0,Subduction zone / Intermediate crust (15-25 km),Stratovolcano
282090,Kirishimayama,17147,2.0,1895-01-01,1896.0,31.934,130.862,1890.0,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,1700.0,Subduction zone / Continental crust (>25 km),Shield Volcano
261230,Dempo,15557,2.0,1895-01-01,1895.0,-4.016,103.121,1890.0,Indonesia,Indonesia,Sumatra,3142.0,Subduction zone / Continental crust (>25 km),Stratovolcano
251030,Karkar,14944,2.0,1895-01-01,1895.0,-4.649,145.964,1890.0,Papua New Guinea,Melanesia and Australia,Northeast of New Guinea,1839.0,Subduction zone / Continental crust (>25 km),Stratovolcano
263300,Semeru,15998,2.0,1895-01-01,1895.0,-8.108,112.922,1890.0,Indonesia,Indonesia,Java,3657.0,Subduction zone / Continental crust (>25 km),Stratovolcano
241100,Ruapehu,14614,2.0,1895-01-01,1895.0,-39.28,175.57,1890.0,New Zealand,New Zealand to Fiji,New Zealand,2797.0,Subduction zone / Continental crust (>25 km),Stratovolcano
283180,Azumayama,17931,1.0,1895-01-01,1895.0,37.735,140.244,1890.0,Japan,"Japan, Taiwan, Marianas",Honshu,1949.0,Subduction zone / Continental crust (>25 km),Stratovolcano
283190,Zaozan [Zaosan],17980,1.0,1895-01-01,1895.0,38.144,140.44,1890.0,Japan,"Japan, Taiwan, Marianas",Honshu,1841.0,Subduction zone / Continental crust (>25 km),Complex Volcano
252040,Dakataua,15005,2.0,1895-01-01,,-5.094,150.094,1890.0,Papua New Guinea,Melanesia and Australia,New Britain,408.0,Subduction zone / Continental crust (>25 km),Caldera
222030,"Barrier, The",13967,2.0,1895-01-01,,2.32,36.57,1890.0,Kenya,Africa and Red Sea,Africa (eastern),1032.0,Rift zone / Continental crust (>25 km),Shield Volcano
357020,San Jose,11918,2.0,1895-01-01,1897.0,-33.789,-69.895,1890.0,Chile-Argentina,South America,Central Chile and Argentina,6070.0,Subduction zone / Continental crust (>25 km),Stratovolcano
357110,Llaima,12041,2.0,1895-01-01,1896.0,-38.692,-71.729,1890.0,Chile,South America,Central Chile and Argentina,3125.0,Subduction zone / Continental crust (>25 km),Stratovolcano
352050,Cotopaxi,11585,2.0,1895-01-01,,-0.677,-78.436,1890.0,Ecuador,South America,Ecuador,5911.0,Subduction zone / Continental crust (>25 km),Stratovolcano
352040,Sumaco,11508,2.0,1895-01-01,,-0.538,-77.626,1890.0,Ecuador,South America,Ecuador,3990.0,Subduction zone / Continental crust (>25 km),Stratovolcano
345040,Poas,11152,1.0,1895-01-01,,10.2,-84.233,1890.0,Costa Rica,México and Central America,Costa Rica,2708.0,Subduction zone / Continental crust (>25 km),Stratovolcano
321030,Rainier,20502,1.0,1894-01-01,1894.0,46.853,-121.76,1890.0,United States,Canada and Western USA,USA (Washington),4392.0,Subduction zone / Continental crust (>25 km),Stratovolcano
358020,Calbuco,12253,2.0,1894-01-01,1895.0,-41.33,-72.618,1890.0,Chile,South America,Southern Chile and Argentina,1974.0,Subduction zone / Continental crust (>25 km),Stratovolcano
263140,Galunggung,15719,3.0,1894-01-01,1894.0,-7.25,108.058,1890.0,Indonesia,Indonesia,Java,2168.0,Subduction zone / Continental crust (>25 km),Stratovolcano
257040,Ambrym,15248,3.0,1894-01-01,1895.0,-16.25,168.12,1890.0,Vanuatu,Melanesia and Australia,Vanuatu,1334.0,Subduction zone / Intermediate crust (15-25 km),Other
263250,Merapi,15888,1.0,1894-01-01,,-7.54,110.446,1890.0,Indonesia,Indonesia,Java,2910.0,Subduction zone / Continental crust (>25 km),Stratovolcano
300100,Avachinsky,19095,2.0,1894-01-01,1895.0,53.256,158.836,1890.0,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,2717.0,Subduction zone / Continental crust (>25 km),Stratovolcano
285040,Shikotsu,18622,2.0,1894-01-01,1894.0,42.688,141.38,1890.0,Japan,"Japan, Taiwan, Marianas",Hokkaido,1320.0,Subduction zone / Continental crust (>25 km),Caldera
233020,"Fournaise, Piton de la",14301,2.0,1894-01-01,,-21.244,55.708,1890.0,France,Middle East and Indian Ocean,Indian Ocean (western),2632.0,Intraplate / Oceanic crust (< 15 km),Shield Volcano
290120,Kolokol Group,18768,2.0,1894-01-01,1894.0,46.042,150.083,1890.0,Russia,Kuril Islands,Kuril Islands,1328.0,Subduction zone / Intermediate crust (15-25 km),Stratovolcano
283190,Zaozan [Zaosan],17979,2.0,1894-01-01,1894.0,38.144,140.44,1890.0,Japan,"Japan, Taiwan, Marianas",Honshu,1841.0,Subduction zone / Continental crust (>25 km),Complex Volcano
223020,Nyamuragira,14041,2.0,1894-01-01,,-1.408,29.2,1890.0,DR Congo,Africa and Red Sea,Africa (central),3058.0,Rift zone / Continental crust (>25 km),Shield Volcano
272020,Kanlaon,16726,2.0,1894-01-01,1894.0,10.412,123.132,1890.0,Philippines,Philippines and SE Asia,Central Philippines,2435.0,Subduction zone / Continental crust (>25 km),Stratovolcano
283110,Asamayama,17759,2.0,1894-01-01,1894.0,36.406,138.523,1890.0,Japan,"Japan, Taiwan, Marianas",Honshu,2568.0,Subduction zone / Continental crust (>25 km),Complex Volcano
283180,Azumayama,17930,1.0,1894-01-01,1894.0,37.735,140.244,1890.0,Japan,"Japan, Taiwan, Marianas",Honshu,1949.0,Subduction zone / Continental crust (>25 km),Stratovolcano
282110,Asosan,17289,2.0,1894-01-01,1894.0,32.884,131.104,1890.0,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,1592.0,Subduction zone / Continental crust (>25 km),Caldera
282090,Kirishimayama,17146,2.0,1894-01-01,1894.0,31.934,130.862,1890.0,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,1700.0,Subduction zone / Continental crust (>25 km),Shield Volcano
285040,Shikotsu,18621,2.0,1894-01-01,1894.0,42.688,141.38,1890.0,Japan,"Japan, Taiwan, Marianas",Hokkaido,1320.0,Subduction zone / Continental crust (>25 km),Caldera
263250,Merapi,15887,2.0,1894-01-01,1894.0,-7.54,110.446,1890.0,Indonesia,Indonesia,Java,2910.0,Subduction zone / Continental crust (>25 km),Stratovolcano
273010,Bulusan,16759,2.0,1894-01-01,,12.769,124.056,1890.0,Philippines,Philippines and SE Asia,Luzon,1535.0,Subduction zone / Continental crust (>25 km),Stratovolcano
223030,Nyiragongo,14088,1.0,1894-01-01,,-1.52,29.25,1890.0,DR Congo,Africa and Red Sea,Africa (central),3470.0,Rift zone / Continental crust (>25 km),Stratovolcano
255020,Bagana,15117,2.0,1894-01-01,1895.0,-6.137,155.196,1890.0,Papua New Guinea,Melanesia and Australia,Bougainville and Solomon Islands,1855.0,Subduction zone / Crustal thickness unknown,Other
290390,Alaid,18883,2.0,1894-01-01,,50.861,155.565,1890.0,Russia,Kuril Islands,Kuril Islands,2285.0,Subduction zone / Continental crust (>25 km),Stratovolcano
312030,Pavlof,20123,2.0,1894-01-01,,55.417,-161.894,1890.0,United States,Alaska,Alaska Peninsula,2493.0,Subduction zone / Continental crust (>25 km),Stratovolcano
352010,Reventador,11433,3.0,1894-01-01,,-0.077,-77.656,1890.0,Ecuador,South America,Ecuador,3562.0,Subduction zone / Continental crust (>25 km),Stratovolcano
390050,Seal Nunataks Group,13199,1.0,1893-01-01,,-65.03,-60.05,1890.0,Antarctica,Antarctica,Antarctica and South Sandwich Islands,368.0,Intraplate / Continental crust (>25 km),Other
263300,Semeru,15997,2.0,1893-01-01,1894.0,-8.108,112.922,1890.0,Indonesia,Indonesia,Java,3657.0,Subduction zone / Continental crust (>25 km),Stratovolcano
341040,Colima,10455,2.0,1893-01-01,1902.0,19.514,-103.62,1890.0,Mexico,México and Central America,Mexico,3850.0,Subduction zone / Continental crust (>25 km),Stratovolcano
357120,Villarrica,12136,2.0,1893-01-01,1894.0,-39.42,-71.93,1890.0,Chile,South America,Central Chile and Argentina,2847.0,Subduction zone / Continental crust (>25 km),Stratovolcano
357110,Llaima,12040,2.0,1893-01-01,1894.0,-38.692,-71.729,1890.0,Chile,South America,Central Chile and Argentina,3125.0,Subduction zone / Continental crust (>25 km),Stratovolcano
263320,Lamongan,16099,2.0,1893-01-01,,-7.981,113.341,1890.0,Indonesia,Indonesia,Java,1641.0,Subduction zone / Continental crust (>25 km),Stratovolcano
283180,Azumayama,17929,1.0,1893-01-01,1893.0,37.735,140.244,1890.0,Japan,"Japan, Taiwan, Marianas",Honshu,1949.0,Subduction zone / Continental crust (>25 km),Stratovolcano
263250,Merapi,15886,1.0,1893-01-01,,-7.54,110.446,1890.0,Indonesia,Indonesia,Java,2910.0,Subduction zone / Continental crust (>25 km),Stratovolcano
272020,Kanlaon,16725,2.0,1893-01-01,,10.412,123.132,1890.0,Philippines,Philippines and SE Asia,Central Philippines,2435.0,Subduction zone / Continental crust (>25 km),Stratovolcano
283180,Azumayama,17928,1.0,1893-01-01,1893.0,37.735,140.244,1890.0,Japan,"Japan, Taiwan, Marianas",Honshu,1949.0,Subduction zone / Continental crust (>25 km),Stratovolcano
211060,Etna,13763,1.0,1893-01-01,1898.0,37.748,14.999,1890.0,Italy,Mediterranean and Western Asia,Italy,3295.0,Subduction zone / Continental crust (>25 km),Stratovolcano
266100,Lokon-Empung,16444,2.0,1893-01-01,1894.0,1.358,124.792,1890.0,Indonesia,Indonesia,Sulawesi,1580.0,Subduction zone / Continental crust (>25 km),Stratovolcano
357070,"Chillan, Nevados de",11977,2.0,1893-01-01,,-36.868,-71.378,1890.0,Chile,South America,Central Chile and Argentina,3180.0,Subduction zone / Continental crust (>25 km),Stratovolcano
263310,Tengger Caldera,16041,2.0,1893-01-01,1893.0,-7.942,112.95,1890.0,Indonesia,Indonesia,Java,2329.0,Subduction zone / Continental crust (>25 km),Stratovolcano
358020,Calbuco,12252,4.0,1893-01-01,1894.0,-41.33,-72.618,1890.0,Chile,South America,Southern Chile and Argentina,1974.0,Subduction zone / Continental crust (>25 km),Stratovolcano
261120,Sorikmarapi,15411,2.0,1893-01-01,1893.0,0.686,99.539,1890.0,Indonesia,Indonesia,Sumatra,2145.0,Subduction zone / Continental crust (>25 km),Stratovolcano
263300,Semeru,15996,2.0,1893-01-01,1893.0,-8.108,112.922,1890.0,Indonesia,Indonesia,Java,3657.0,Subduction zone / Continental crust (>25 km),Stratovolcano
358030,Huequi,12265,2.0,1893-01-01,,-42.377,-72.578,1890.0,Chile,South America,Southern Chile and Argentina,1318.0,Subduction zone / Continental crust (>25 km),Other
357150,Puyehue-Cordon Caulle,12208,2.0,1893-01-01,,-40.59,-72.117,1890.0,Chile,South America,Central Chile and Argentina,2236.0,Subduction zone / Continental crust (>25 km),Stratovolcano
211050,Vulcano,13482,0.0,1892-01-01,,38.404,14.962,1890.0,Italy,Mediterranean and Western Asia,Italy,500.0,Subduction zone / Continental crust (>25 km),Stratovolcano
241080,Tongariro,13563,2.0,1892-01-01,,-39.157,175.632,1890.0,New Zealand,New Zealand to Fiji,New Zealand,1978.0,Subduction zone / Continental crust (>25 km),Stratovolcano
332020,Mauna Loa,10210,0.0,1892-01-01,1892.0,19.475,-155.608,1890.0,United States,Hawaii and Pacific Ocean,Hawaiian Islands,4170.0,Intraplate / Oceanic crust (< 15 km),Shield Volcano
241080,Tongariro,13562,2.0,1892-01-01,1892.0,-39.157,175.632,1890.0,New Zealand,New Zealand to Fiji,New Zealand,1978.0,Subduction zone / Continental crust (>25 km),Stratovolcano
311320,Akutan,20009,1.0,1892-01-01,,54.134,-165.986,1890.0,United States,Alaska,Aleutian Islands,1303.0,Subduction zone / Intermediate crust (15-25 km),Stratovolcano
211060,Etna,13762,2.0,1892-01-01,1892.0,37.748,14.999,1890.0,Italy,Mediterranean and Western Asia,Italy,3295.0,Subduction zone / Continental crust (>25 km),Stratovolcano
211060,Etna,13761,2.0,1892-01-01,1892.0,37.748,14.999,1890.0,Italy,Mediterranean and Western Asia,Italy,3295.0,Subduction zone / Continental crust (>25 km),Stratovolcano
261120,Sorikmarapi,15410,2.0,1892-01-01,,0.686,99.539,1890.0,Indonesia,Indonesia,Sumatra,2145.0,Subduction zone / Continental crust (>25 km),Stratovolcano
311180,Seguam,19777,3.0,1892-01-01,,52.315,-172.51,1890.0,United States,Alaska,Aleutian Islands,1054.0,Subduction zone / Intermediate crust (15-25 km),Stratovolcano
263300,Semeru,15995,2.0,1892-01-01,1892.0,-8.108,112.922,1890.0,Indonesia,Indonesia,Java,3657.0,Subduction zone / Continental crust (>25 km),Stratovolcano
241080,Tongariro,13561,2.0,1892-01-01,1892.0,-39.157,175.632,1890.0,New Zealand,New Zealand to Fiji,New Zealand,1978.0,Subduction zone / Continental crust (>25 km),Stratovolcano
273010,Bulusan,16758,2.0,1892-01-01,,12.769,124.056,1890.0,Philippines,Philippines and SE Asia,Luzon,1535.0,Subduction zone / Continental crust (>25 km),Stratovolcano
312030,Pavlof,20122,2.0,1892-01-01,,55.417,-161.894,1890.0,United States,Alaska,Alaska Peninsula,2493.0,Subduction zone / Continental crust (>25 km),Stratovolcano
357110,Llaima,12039,2.0,1892-01-01,,-38.692,-71.729,1890.0,Chile,South America,Central Chile and Argentina,3125.0,Subduction zone / Continental crust (>25 km),Stratovolcano
311180,Seguam,19776,2.0,1891-01-01,,52.315,-172.51,1890.0,United States,Alaska,Aleutian Islands,1054.0,Subduction zone / Intermediate crust (15-25 km),Stratovolcano
282090,Kirishimayama,17145,2.0,1891-01-01,1891.0,31.934,130.862,1890.0,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,1700.0,Subduction zone / Continental crust (>25 km),Shield Volcano
373010,Grimsvotn,12821,2.0,1891-01-01,1892.0,64.416,-17.316,1890.0,Iceland,Iceland and Arctic Ocean,Iceland (northeastern),1719.0,Rift zone / Oceanic crust (< 15 km),Caldera
211071,Pantelleria,13862,1.0,1891-01-01,1891.0,36.77,12.02,1890.0,Italy,Mediterranean and Western Asia,Italy,836.0,Rift zone / Continental crust (>25 km),Shield Volcano
263320,Lamongan,16098,2.0,1891-01-01,1891.0,-7.981,113.341,1890.0,Indonesia,Indonesia,Java,1641.0,Subduction zone / Continental crust (>25 km),Stratovolcano
263250,Merapi,15885,2.0,1891-01-01,1892.0,-7.54,110.446,1890.0,Indonesia,Indonesia,Java,2910.0,Subduction zone / Continental crust (>25 km),Stratovolcano
341040,Colima,10454,2.0,1891-01-01,1892.0,19.514,-103.62,1890.0,Mexico,México and Central America,Mexico,3850.0,Subduction zone / Continental crust (>25 km),Stratovolcano
282090,Kirishimayama,17144,2.0,1891-01-01,,31.934,130.862,1890.0,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,1700.0,Subduction zone / Continental crust (>25 km),Shield Volcano
344120,Concepcion,11049,2.0,1891-01-01,1891.0,11.538,-85.622,1890.0,Nicaragua,México and Central America,Nicaragua,1700.0,Subduction zone / Continental crust (>25 km),Stratovolcano
211060,Etna,13760,2.0,1891-01-01,1891.0,37.748,14.999,1890.0,Italy,Mediterranean and Western Asia,Italy,3295.0,Subduction zone / Continental crust (>25 km),Stratovolcano
357070,"Chillan, Nevados de",11976,2.0,1891-01-01,,-36.868,-71.378,1890.0,Chile,South America,Central Chile and Argentina,3180.0,Subduction zone / Continental crust (>25 km),Stratovolcano
355070,San Pedro-San Pablo,11833,2.0,1891-01-01,,-21.888,-68.391,1890.0,Chile,South America,"Northern Chile, Bolivia and Argentina",6142.0,Subduction zone / Continental crust (>25 km),Stratovolcano
351080,Galeras,11361,2.0,1891-01-01,,1.22,-77.37,1890.0,Colombia,South America,Colombia,4276.0,Subduction zone / Continental crust (>25 km),Complex Volcano
263060,Gede-Pangrango,15659,2.0,1891-01-01,,-6.77,106.965,1890.0,Indonesia,Indonesia,Java,3008.0,Subduction zone / Continental crust (>25 km),Stratovolcano
283230,Akita-Komagatake,18050,2.0,1890-01-01,1891.0,39.761,140.799,1890.0,Japan,"Japan, Taiwan, Marianas",Honshu,1637.0,Subduction zone / Continental crust (>25 km),Stratovolcano
265090,Banda Api,16417,2.0,1890-01-01,1890.0,-4.523,129.881,1890.0,Indonesia,Indonesia,Banda Sea,596.0,Subduction zone / Oceanic crust (< 15 km),Caldera
341040,Colima,10453,2.0,1890-01-01,,19.514,-103.62,1890.0,Mexico,México and Central America,Mexico,3850.0,Subduction zone / Continental crust (>25 km),Stratovolcano
283260,Akita-Yakeyama,18082,2.0,1890-01-01,,39.964,140.757,1890.0,Japan,"Japan, Taiwan, Marianas",Honshu,1366.0,Subduction zone / Continental crust (>25 km),Stratovolcano
263320,Lamongan,16097,2.0,1890-01-01,1891.0,-7.981,113.341,1890.0,Indonesia,Indonesia,Java,1641.0,Subduction zone / Continental crust (>25 km),Stratovolcano
283140,Nikko-Shiranesan,17863,1.0,1890-01-01,,36.799,139.376,1890.0,Japan,"Japan, Taiwan, Marianas",Honshu,2578.0,Subduction zone / Continental crust (>25 km),Shield Volcano
263180,Slamet,15739,2.0,1890-01-01,1890.0,-7.242,109.208,1890.0,Indonesia,Indonesia,Java,3428.0,Subduction zone / Continental crust (>25 km),Stratovolcano
263340,Raung,16117,2.0,1890-01-01,1890.0,-8.119,114.056,1890.0,Indonesia,Indonesia,Java,3260.0,Subduction zone / Continental crust (>25 km),Stratovolcano
285090,Shiretoko-Iozan,18731,1.0,1890-01-01,,44.133,145.161,1890.0,Japan,"Japan, Taiwan, Marianas",Hokkaido,1562.0,Subduction zone / Continental crust (>25 km),Stratovolcano
263310,Tengger Caldera,16040,2.0,1890-01-01,1890.0,-7.942,112.95,1890.0,Indonesia,Indonesia,Java,2329.0,Subduction zone / Continental crust (>25 km),Stratovolcano
211060,Etna,13759,2.0,1890-01-01,1890.0,37.748,14.999,1890.0,Italy,Mediterranean and Western Asia,Italy,3295.0,Subduction zone / Continental crust (>25 km),Stratovolcano
300260,Klyuchevskoy,19428,2.0,1890-01-01,,56.056,160.642,1890.0,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,4754.0,Subduction zone / Continental crust (>25 km),Stratovolcano
300261,Ushkovsky,19392,2.0,1890-01-01,,56.113,160.509,1890.0,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,3943.0,Subduction zone / Continental crust (>25 km),Other
263320,Lamongan,16096,2.0,1890-01-01,1890.0,-7.981,113.341,1890.0,Indonesia,Indonesia,Java,1641.0,Subduction zone / Continental crust (>25 km),Stratovolcano
241080,Tongariro,13560,1.0,1890-01-01,,-39.157,175.632,1890.0,New Zealand,New Zealand to Fiji,New Zealand,1978.0,Subduction zone / Continental crust (>25 km),Stratovolcano
233020,"Fournaise, Piton de la",14300,2.0,1890-01-01,1891.0,-21.244,55.708,1890.0,France,Middle East and Indian Ocean,Indian Ocean (western),2632.0,Intraplate / Oceanic crust (< 15 km),Shield Volcano
211040,Stromboli,13429,3.0,1890-01-01,1907.0,38.789,15.213,1890.0,Italy,Mediterranean and Western Asia,Italy,924.0,Subduction zone / Continental crust (>25 km),Stratovolcano
253030,Victory,15107,2.0,1890-01-01,1935.0,-9.2,149.07,1890.0,Papua New Guinea,Melanesia and Australia,New Guinea and D'Entrecasteaux Islands,1925.0,Subduction zone / Continental crust (>25 km),Stratovolcano
252010,Langila,14981,0.0,1890-01-01,,-5.525,148.42,1890.0,Papua New Guinea,Melanesia and Australia,New Britain,1330.0,Subduction zone / Continental crust (>25 km),Complex Volcano
266030,Soputan,13460,2.0,1890-01-01,,1.112,124.737,1890.0,Indonesia,Indonesia,Sulawesi,1785.0,Subduction zone / Continental crust (>25 km),Stratovolcano
283190,Zaozan [Zaosan],17978,1.0,1890-01-01,,38.144,140.44,1890.0,Japan,"Japan, Taiwan, Marianas",Honshu,1841.0,Subduction zone / Continental crust (>25 km),Complex Volcano
358030,Huequi,12264,3.0,1890-01-01,,-42.377,-72.578,1890.0,Chile,South America,Southern Chile and Argentina,1318.0,Subduction zone / Continental crust (>25 km),Other
357120,Villarrica,21004,2.0,1890-01-01,,-39.42,-71.93,1890.0,Chile,South America,Central Chile and Argentina,2847.0,Subduction zone / Continental crust (>25 km),Stratovolcano
284120,Ioto,18403,1.0,1889-01-01,,24.751,141.289,1880.0,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",169.0,Subduction zone / Crustal thickness unknown,Caldera
283110,Asamayama,17756,2.0,1889-01-01,,36.406,138.523,1880.0,Japan,"Japan, Taiwan, Marianas",Honshu,2568.0,Subduction zone / Continental crust (>25 km),Complex Volcano
