volcano_number,volcano_name,eruption_number,vei,start_year,end_year,latitude,longitude,decade,country,region,subregion,elevation,tectonic_settings,volcano_type
233020,"Fournaise, Piton de la",14310,0.0,1903-01-01,,-21.244,55.708,1900.0,France,Middle East and Indian Ocean,Indian Ocean (western),2632.0,Intraplate / Oceanic crust (< 15 km),Shield Volcano
241100,Ruapehu,14615,2.0,1903-01-01,,-39.28,175.57,1900.0,New Zealand,New Zealand to Fiji,New Zealand,2797.0,Subduction zone / Continental crust (>25 km),Stratovolcano
263250,Merapi,15891,2.0,1902-01-01,1904.0,-7.54,110.446,1900.0,Indonesia,Indonesia,Java,2910.0,Subduction zone / Continental crust (>25 km),Stratovolcano
373030,Bardarbunga,12885,2.0,1902-01-01,1903.0,64.633,-17.516,1900.0,Iceland,Iceland and Arctic Ocean,Iceland (northeastern),2000.0,Rift zone / Oceanic crust (< 15 km),Stratovolcano
244040,Savai'i,14815,1.0,1902-01-01,1902.0,-13.612,-172.525,1900.0,Samoa,New Zealand to Fiji,Samoan and Wallis Islands,1858.0,Subduction zone / Oceanic crust (< 15 km),Shield Volcano
342030,Santa Maria,10624,6.0,1902-01-01,1902.0,14.757,-91.552,1900.0,Guatemala,México and Central America,Guatemala,3745.0,Subduction zone / Continental crust (>25 km),Stratovolcano
233020,"Fournaise, Piton de la",14309,2.0,1902-01-01,1902.0,-21.244,55.708,1900.0,France,Middle East and Indian Ocean,Indian Ocean (western),2632.0,Intraplate / Oceanic crust (< 15 km),Shield Volcano
284090,Izu-Torishima,18368,3.0,1902-01-01,1902.0,30.484,140.303,1900.0,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",394.0,Subduction zone / Oceanic crust (< 15 km),Stratovolcano
283110,Asamayama,17764,2.0,1902-01-01,1902.0,36.406,138.523,1900.0,Japan,"Japan, Taiwan, Marianas",Honshu,2568.0,Subduction zone / Continental crust (>25 km),Complex Volcano
283120,Kusatsu-Shiranesan,17827,1.0,1902-01-01,1902.0,36.618,138.528,1900.0,Japan,"Japan, Taiwan, Marianas",Honshu,2165.0,Subduction zone / Continental crust (>25 km),Stratovolcano
315020,Wrangell,20413,2.0,1902-01-01,,62.006,-144.017,1900.0,United States,Alaska,Alaska (eastern),4278.0,Intraplate / Continental crust (>25 km),Shield Volcano
344100,Masaya,11020,2.0,1902-01-01,1903.0,11.985,-86.165,1900.0,Nicaragua,México and Central America,Nicaragua,594.0,Subduction zone / Continental crust (>25 km),Caldera
345020,Rincon de la Vieja,11092,2.0,1902-01-01,,10.83,-85.324,1900.0,Costa Rica,México and Central America,Costa Rica,1916.0,Subduction zone / Continental crust (>25 km),Complex Volcano
332010,Kilauea,10072,0.0,1902-01-01,1903.0,19.421,-155.287,1900.0,United States,Hawaii and Pacific Ocean,Hawaiian Islands,1222.0,Intraplate / Oceanic crust (< 15 km),Shield Volcano
354040,Tutupaca,11801,2.0,1902-01-01,1902.0,-17.026,-70.372,1900.0,Peru,South America,Peru,5801.0,Subduction zone / Continental crust (>25 km),Stratovolcano
360150,Soufriere St. Vincent,12453,4.0,1902-01-01,1903.0,13.33,-61.18,1900.0,Saint Vincent and the Grenadines,West Indies,West Indies,1220.0,Subduction zone / Oceanic crust (< 15 km),Stratovolcano
263210,Sundoro,15801,1.0,1902-01-01,1902.0,-7.3,109.992,1900.0,Indonesia,Indonesia,Java,3136.0,Subduction zone / Continental crust (>25 km),Stratovolcano
360120,Pelee,12430,4.0,1902-01-01,1905.0,14.809,-61.165,1900.0,France,West Indies,West Indies,1394.0,Subduction zone / Oceanic crust (< 15 km),Stratovolcano
223020,Nyamuragira,14045,0.0,1902-01-01,,-1.408,29.2,1900.0,DR Congo,Africa and Red Sea,Africa (central),3058.0,Rift zone / Continental crust (>25 km),Shield Volcano
344090,Momotombo,11001,2.0,1902-01-01,,12.423,-86.539,1900.0,Nicaragua,México and Central America,Nicaragua,1270.0,Subduction zone / Continental crust (>25 km),Stratovolcano
263340,Raung,16120,2.0,1902-01-01,1902.0,-8.119,114.056,1900.0,Indonesia,Indonesia,Java,3260.0,Subduction zone / Continental crust (>25 km),Stratovolcano
332010,Kilauea,10071,0.0,1902-01-01,1902.0,19.421,-155.287,1900.0,United States,Hawaii and Pacific Ocean,Hawaiian Islands,1222.0,Intraplate / Oceanic crust (< 15 km),Shield Volcano
283110,Asamayama,17763,2.0,1902-01-01,1902.0,36.406,138.523,1900.0,Japan,"Japan, Taiwan, Marianas",Honshu,2568.0,Subduction zone / Continental crust (>25 km),Complex Volcano
263250,Merapi,15890,1.0,1902-01-01,1902.0,-7.54,110.446,1900.0,Indonesia,Indonesia,Java,2910.0,Subduction zone / Continental crust (>25 km),Stratovolcano
272020,Kanlaon,16727,2.0,1902-01-01,,10.412,123.132,1900.0,Philippines,Philippines and SE Asia,Central Philippines,2435.0,Subduction zone / Continental crust (>25 km),Stratovolcano
223030,Nyiragongo,14093,1.0,1902-01-01,,-1.52,29.25,1900.0,DR Congo,Africa and Red Sea,Africa (central),3470.0,Rift zone / Continental crust (>25 km),Stratovolcano
263050,Salak,15644,2.0,1902-01-01,1903.0,-6.72,106.73,1900.0,Indonesia,Indonesia,Java,2211.0,Subduction zone / Continental crust (>25 km),Stratovolcano
311180,Seguam,19778,3.0,1902-01-01,,52.315,-172.51,1900.0,United States,Alaska,Aleutian Islands,1054.0,Subduction zone / Intermediate crust (15-25 km),Stratovolcano
283230,Akita-Komagatake,18051,1.0,1902-01-01,,39.761,140.799,1900.0,Japan,"Japan, Taiwan, Marianas",Honshu,1637.0,Subduction zone / Continental crust (>25 km),Stratovolcano
344120,Concepcion,11050,2.0,1902-01-01,,11.538,-85.622,1900.0,Nicaragua,México and Central America,Nicaragua,1700.0,Subduction zone / Continental crust (>25 km),Stratovolcano
351060,Purace,11328,2.0,1902-01-01,,2.32,-76.4,1900.0,Colombia,South America,Colombia,4650.0,Subduction zone / Continental crust (>25 km),Stratovolcano
355100,Lascar,11854,2.0,1902-01-01,,-23.37,-67.73,1900.0,Chile,South America,"Northern Chile, Bolivia and Argentina",5592.0,Subduction zone / Continental crust (>25 km),Stratovolcano
357120,Villarrica,21003,2.0,1902-01-01,,-39.42,-71.93,1900.0,Chile,South America,Central Chile and Argentina,2847.0,Subduction zone / Continental crust (>25 km),Stratovolcano
300100,Avachinsky,19096,2.0,1901-01-01,1901.0,53.256,158.836,1900.0,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,2717.0,Subduction zone / Continental crust (>25 km),Stratovolcano
233020,"Fournaise, Piton de la",14308,2.0,1901-01-01,1901.0,-21.244,55.708,1900.0,France,Middle East and Indian Ocean,Indian Ocean (western),2632.0,Intraplate / Oceanic crust (< 15 km),Shield Volcano
264030,Rinjani,16214,2.0,1901-01-01,1901.0,-8.42,116.47,1900.0,Indonesia,Indonesia,Lesser Sunda Islands,3726.0,Subduction zone / Continental crust (>25 km),Stratovolcano
355070,San Pedro-San Pablo,11834,2.0,1901-01-01,1901.0,-21.888,-68.391,1900.0,Chile,South America,"Northern Chile, Bolivia and Argentina",6142.0,Subduction zone / Continental crust (>25 km),Stratovolcano
263280,Kelut,15952,3.0,1901-01-01,1901.0,-7.93,112.308,1900.0,Indonesia,Indonesia,Java,1731.0,Subduction zone / Continental crust (>25 km),Stratovolcano
265090,Banda Api,16418,2.0,1901-01-01,,-4.523,129.881,1900.0,Indonesia,Indonesia,Banda Sea,596.0,Subduction zone / Oceanic crust (< 15 km),Caldera
357010,Tupungatito,11894,2.0,1901-01-01,,-33.425,-69.797,1900.0,Chile-Argentina,South America,Central Chile and Argentina,5660.0,Subduction zone / Continental crust (>25 km),Stratovolcano
233020,"Fournaise, Piton de la",14307,2.0,1901-01-01,1901.0,-21.244,55.708,1900.0,France,Middle East and Indian Ocean,Indian Ocean (western),2632.0,Intraplate / Oceanic crust (< 15 km),Shield Volcano
266030,Soputan,13584,2.0,1901-01-01,,1.112,124.737,1900.0,Indonesia,Indonesia,Sulawesi,1785.0,Subduction zone / Continental crust (>25 km),Stratovolcano
263300,Semeru,13572,2.0,1901-01-01,1901.0,-8.108,112.922,1900.0,Indonesia,Indonesia,Java,3657.0,Subduction zone / Continental crust (>25 km),Stratovolcano
268010,Dukono,16576,2.0,1901-01-01,,1.693,127.894,1900.0,Indonesia,Indonesia,Halmahera,1229.0,Subduction zone / Oceanic crust (< 15 km),Complex Volcano
223030,Nyiragongo,14092,1.0,1901-01-01,,-1.52,29.25,1900.0,DR Congo,Africa and Red Sea,Africa (central),3470.0,Rift zone / Continental crust (>25 km),Stratovolcano
223020,Nyamuragira,14044,2.0,1901-01-01,,-1.408,29.2,1900.0,DR Congo,Africa and Red Sea,Africa (central),3058.0,Rift zone / Continental crust (>25 km),Shield Volcano
312030,Pavlof,20124,2.0,1901-01-01,,55.417,-161.894,1900.0,United States,Alaska,Alaska Peninsula,2493.0,Subduction zone / Continental crust (>25 km),Stratovolcano
264030,Rinjani,16213,2.0,1900-01-01,1900.0,-8.42,116.47,1900.0,Indonesia,Indonesia,Lesser Sunda Islands,3726.0,Subduction zone / Continental crust (>25 km),Stratovolcano
261230,Dempo,15559,2.0,1900-01-01,1900.0,-4.016,103.121,1900.0,Indonesia,Indonesia,Sumatra,3142.0,Subduction zone / Continental crust (>25 km),Stratovolcano
283120,Kusatsu-Shiranesan,17826,1.0,1900-01-01,1900.0,36.618,138.528,1900.0,Japan,"Japan, Taiwan, Marianas",Honshu,2165.0,Subduction zone / Continental crust (>25 km),Stratovolcano
283170,Adatarayama,17912,2.0,1900-01-01,1900.0,37.647,140.281,1900.0,Japan,"Japan, Taiwan, Marianas",Honshu,1728.0,Subduction zone / Continental crust (>25 km),Stratovolcano
261230,Dempo,15558,2.0,1900-01-01,1900.0,-4.016,103.121,1900.0,Indonesia,Indonesia,Sumatra,3142.0,Subduction zone / Continental crust (>25 km),Stratovolcano
315020,Wrangell,20412,2.0,1900-01-01,,62.006,-144.017,1900.0,United States,Alaska,Alaska (eastern),4278.0,Intraplate / Continental crust (>25 km),Shield Volcano
233020,"Fournaise, Piton de la",14306,0.0,1900-01-01,1900.0,-21.244,55.708,1900.0,France,Middle East and Indian Ocean,Indian Ocean (western),2632.0,Intraplate / Oceanic crust (< 15 km),Shield Volcano
268060,Gamalama,16658,1.0,1900-01-01,1900.0,0.8,127.33,1900.0,Indonesia,Indonesia,Halmahera,1715.0,Subduction zone / Oceanic crust (< 15 km),Stratovolcano
263300,Semeru,13571,2.0,1900-01-01,1900.0,-8.108,112.922,1900.0,Indonesia,Indonesia,Java,3657.0,Subduction zone / Continental crust (>25 km),Stratovolcano
390020,Erebus,13153,2.0,1900-01-01,,-77.53,167.17,1900.0,Antarctica,Antarctica,Antarctica and South Sandwich Islands,3794.0,Intraplate / Continental crust (>25 km),Stratovolcano
283110,Asamayama,17762,2.0,1900-01-01,1901.0,36.406,138.523,1900.0,Japan,"Japan, Taiwan, Marianas",Honshu,2568.0,Subduction zone / Continental crust (>25 km),Complex Volcano
241050,Okataina,14508,1.0,1900-01-01,1904.0,-38.12,176.5,1900.0,New Zealand,New Zealand to Fiji,New Zealand,1111.0,Subduction zone / Continental crust (>25 km),Other
252010,Langila,14982,2.0,1900-01-01,,-5.525,148.42,1900.0,Papua New Guinea,Melanesia and Australia,New Britain,1330.0,Subduction zone / Continental crust (>25 km),Complex Volcano
223030,Nyiragongo,14091,1.0,1900-01-01,,-1.52,29.25,1900.0,DR Congo,Africa and Red Sea,Africa (central),3470.0,Rift zone / Continental crust (>25 km),Stratovolcano
284140,Farallon de Pajaros,18481,2.0,1900-01-01,1901.0,20.546,144.893,1900.0,United States,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",337.0,Subduction zone / Crustal thickness unknown,Stratovolcano
290020,Raususan [Mendeleev],18738,2.0,1900-01-01,,43.979,145.733,1900.0,Japan - administered by Russia,Kuril Islands,Kuril Islands,882.0,Subduction zone / Intermediate crust (15-25 km),Stratovolcano
390090,Saunders,13213,0.0,1900-01-01,,-57.8,-26.483,1900.0,United Kingdom,Antarctica,Antarctica and South Sandwich Islands,843.0,Subduction zone / Oceanic crust (< 15 km),Stratovolcano
358030,Huequi,12267,2.0,1900-01-01,,-42.377,-72.578,1900.0,Chile,South America,Southern Chile and Argentina,1318.0,Subduction zone / Continental crust (>25 km),Other
263300,Semeru,16004,2.0,1899-01-01,,-8.108,112.922,1890.0,Indonesia,Indonesia,Java,3657.0,Subduction zone / Continental crust (>25 km),Stratovolcano
344070,"Negro, Cerro",10946,2.0,1899-01-01,1899.0,12.506,-86.702,1890.0,Nicaragua,México and Central America,Nicaragua,728.0,Subduction zone / Continental crust (>25 km),Other
211060,Etna,13765,2.0,1899-01-01,1907.0,37.748,14.999,1890.0,Italy,Mediterranean and Western Asia,Italy,3295.0,Subduction zone / Continental crust (>25 km),Stratovolcano
282080,Aira,17072,1.0,1899-01-01,1899.0,31.593,130.657,1890.0,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,1117.0,Subduction zone / Continental crust (>25 km),Caldera
315020,Wrangell,20411,2.0,1899-01-01,,62.006,-144.017,1890.0,United States,Alaska,Alaska (eastern),4278.0,Intraplate / Continental crust (>25 km),Shield Volcano
283170,Adatarayama,17911,2.0,1899-01-01,1899.0,37.647,140.281,1890.0,Japan,"Japan, Taiwan, Marianas",Honshu,1728.0,Subduction zone / Continental crust (>25 km),Stratovolcano
263300,Semeru,16003,2.0,1899-01-01,,-8.108,112.922,1890.0,Indonesia,Indonesia,Java,3657.0,Subduction zone / Continental crust (>25 km),Stratovolcano
282090,Kirishimayama,17152,2.0,1899-01-01,1900.0,31.934,130.862,1890.0,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,1700.0,Subduction zone / Continental crust (>25 km),Shield Volcano
211060,Etna,13764,3.0,1899-01-01,1899.0,37.748,14.999,1890.0,Italy,Mediterranean and Western Asia,Italy,3295.0,Subduction zone / Continental crust (>25 km),Stratovolcano
283110,Asamayama,17761,2.0,1899-01-01,1899.0,36.406,138.523,1890.0,Japan,"Japan, Taiwan, Marianas",Honshu,2568.0,Subduction zone / Continental crust (>25 km),Complex Volcano
332020,Mauna Loa,10212,1.0,1899-01-01,1899.0,19.475,-155.608,1890.0,United States,Hawaii and Pacific Ocean,Hawaiian Islands,4170.0,Intraplate / Oceanic crust (< 15 km),Shield Volcano
263060,Gede-Pangrango,15660,2.0,1899-01-01,1899.0,-6.77,106.965,1890.0,Indonesia,Indonesia,Java,3008.0,Subduction zone / Continental crust (>25 km),Stratovolcano
283110,Asamayama,17760,2.0,1899-01-01,,36.406,138.523,1890.0,Japan,"Japan, Taiwan, Marianas",Honshu,2568.0,Subduction zone / Continental crust (>25 km),Complex Volcano
264270,Sirung,16355,2.0,1899-01-01,1899.0,-8.508,124.13,1890.0,Indonesia,Indonesia,Lesser Sunda Islands,862.0,Subduction zone / Crustal thickness unknown,Complex Volcano
233020,"Fournaise, Piton de la",14305,2.0,1899-01-01,1899.0,-21.244,55.708,1890.0,France,Middle East and Indian Ocean,Indian Ocean (western),2632.0,Intraplate / Oceanic crust (< 15 km),Shield Volcano
223020,Nyamuragira,14043,1.0,1899-01-01,,-1.408,29.2,1890.0,DR Congo,Africa and Red Sea,Africa (central),3058.0,Rift zone / Continental crust (>25 km),Shield Volcano
263300,Semeru,16002,2.0,1899-01-01,1899.0,-8.108,112.922,1890.0,Indonesia,Indonesia,Java,3657.0,Subduction zone / Continental crust (>25 km),Stratovolcano
390010,Buckle Island,19970,2.0,1899-01-01,,-66.78,163.25,1890.0,Antarctica,Antarctica,Antarctica and South Sandwich Islands,1239.0,Rift zone / Oceanic crust (< 15 km),Stratovolcano
351060,Purace,11327,2.0,1899-01-01,,2.32,-76.4,1890.0,Colombia,South America,Colombia,4650.0,Subduction zone / Continental crust (>25 km),Stratovolcano
223030,Nyiragongo,14090,1.0,1899-01-01,,-1.52,29.25,1890.0,DR Congo,Africa and Red Sea,Africa (central),3470.0,Rift zone / Continental crust (>25 km),Stratovolcano
251020,Manam,14900,2.0,1899-01-01,,-4.08,145.037,1890.0,Papua New Guinea,Melanesia and Australia,Northeast of New Guinea,1807.0,Subduction zone / Continental crust (>25 km),Stratovolcano
311290,Okmok,19840,3.0,1899-01-01,,53.43,-168.13,1890.0,United States,Alaska,Aleutian Islands,1073.0,Subduction zone / Intermediate crust (15-25 km),Shield Volcano
345040,Poas,11153,1.0,1898-01-01,1907.0,10.2,-84.233,1890.0,Costa Rica,México and Central America,Costa Rica,2708.0,Subduction zone / Continental crust (>25 km),Stratovolcano
282090,Kirishimayama,17151,2.0,1898-01-01,1898.0,31.934,130.862,1890.0,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,1700.0,Subduction zone / Continental crust (>25 km),Shield Volcano
285061,Maruyama,18663,2.0,1898-01-01,1898.0,43.418,143.031,1890.0,Japan,"Japan, Taiwan, Marianas",Hokkaido,2013.0,Subduction zone / Continental crust (>25 km),Stratovolcano
233020,"Fournaise, Piton de la",14304,2.0,1898-01-01,,-21.244,55.708,1890.0,France,Middle East and Indian Ocean,Indian Ocean (western),2632.0,Intraplate / Oceanic crust (< 15 km),Shield Volcano
282110,Asosan,17291,2.0,1898-01-01,1899.0,32.884,131.104,1890.0,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,1592.0,Subduction zone / Continental crust (>25 km),Caldera
268060,Gamalama,16657,2.0,1898-01-01,1898.0,0.8,127.33,1890.0,Indonesia,Indonesia,Halmahera,1715.0,Subduction zone / Oceanic crust (< 15 km),Stratovolcano
352010,Reventador,11434,3.0,1898-01-01,1906.0,-0.077,-77.656,1890.0,Ecuador,South America,Ecuador,3562.0,Subduction zone / Continental crust (>25 km),Stratovolcano
300060,Mutnovsky,18962,2.0,1898-01-01,1898.0,52.449,158.196,1890.0,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,2288.0,Subduction zone / Continental crust (>25 km),Complex Volcano
257040,Ambrym,15249,1.0,1898-01-01,,-16.25,168.12,1890.0,Vanuatu,Melanesia and Australia,Vanuatu,1334.0,Subduction zone / Intermediate crust (15-25 km),Other
263300,Semeru,16001,2.0,1898-01-01,,-8.108,112.922,1890.0,Indonesia,Indonesia,Java,3657.0,Subduction zone / Continental crust (>25 km),Stratovolcano
300260,Klyuchevskoy,19430,2.0,1898-01-01,,56.056,160.642,1890.0,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,4754.0,Subduction zone / Continental crust (>25 km),Stratovolcano
282090,Kirishimayama,17150,2.0,1898-01-01,1898.0,31.934,130.862,1890.0,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,1700.0,Subduction zone / Continental crust (>25 km),Shield Volcano
263320,Lamongan,16101,2.0,1898-01-01,1898.0,-7.981,113.341,1890.0,Indonesia,Indonesia,Java,1641.0,Subduction zone / Continental crust (>25 km),Stratovolcano
233020,"Fournaise, Piton de la",14303,2.0,1898-01-01,1898.0,-21.244,55.708,1890.0,France,Middle East and Indian Ocean,Indian Ocean (western),2632.0,Intraplate / Oceanic crust (< 15 km),Shield Volcano
241080,Tongariro,13566,2.0,1898-01-01,,-39.157,175.632,1890.0,New Zealand,New Zealand to Fiji,New Zealand,1978.0,Subduction zone / Continental crust (>25 km),Stratovolcano
223030,Nyiragongo,14089,1.0,1898-01-01,,-1.52,29.25,1890.0,DR Congo,Africa and Red Sea,Africa (central),3470.0,Rift zone / Continental crust (>25 km),Stratovolcano
305060,Changbaishan,19649,2.0,1898-01-01,,41.98,128.08,1890.0,China-North Korea,Kamchatka and Mainland Asia,China (eastern),2744.0,Intraplate / Continental crust (>25 km),Stratovolcano
311360,Shishaldin,20069,2.0,1898-01-01,,54.756,-163.97,1890.0,United States,Alaska,Aleutian Islands,2857.0,Subduction zone / Continental crust (>25 km),Stratovolcano
355100,Lascar,11853,2.0,1898-01-01,1900.0,-23.37,-67.73,1890.0,Chile,South America,"Northern Chile, Bolivia and Argentina",5592.0,Subduction zone / Continental crust (>25 km),Stratovolcano
357070,"Chillan, Nevados de",11978,2.0,1898-01-01,,-36.868,-71.378,1890.0,Chile,South America,Central Chile and Argentina,3180.0,Subduction zone / Continental crust (>25 km),Stratovolcano
357120,Villarrica,12137,2.0,1897-01-01,1898.0,-39.42,-71.93,1890.0,Chile,South America,Central Chile and Argentina,2847.0,Subduction zone / Continental crust (>25 km),Stratovolcano
268060,Gamalama,16656,1.0,1897-01-01,1897.0,0.8,127.33,1890.0,Indonesia,Indonesia,Halmahera,1715.0,Subduction zone / Oceanic crust (< 15 km),Stratovolcano
283120,Kusatsu-Shiranesan,17825,2.0,1897-01-01,1897.0,36.618,138.528,1890.0,Japan,"Japan, Taiwan, Marianas",Honshu,2165.0,Subduction zone / Continental crust (>25 km),Stratovolcano
332010,Kilauea,10070,0.0,1897-01-01,1897.0,19.421,-155.287,1890.0,United States,Hawaii and Pacific Ocean,Hawaiian Islands,1222.0,Intraplate / Oceanic crust (< 15 km),Shield Volcano
257070,Kuwae,15334,1.0,1897-01-01,1901.0,-16.829,168.536,1890.0,Vanuatu,Melanesia and Australia,Vanuatu,-2.0,Subduction zone / Intermediate crust (15-25 km),Caldera
255020,Bagana,15118,2.0,1897-01-01,,-6.137,155.196,1890.0,Papua New Guinea,Melanesia and Australia,Bougainville and Solomon Islands,1855.0,Subduction zone / Crustal thickness unknown,Other
282090,Kirishimayama,17149,2.0,1897-01-01,1897.0,31.934,130.862,1890.0,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,1700.0,Subduction zone / Continental crust (>25 km),Shield Volcano
222030,"Barrier, The",13968,2.0,1897-01-01,,2.32,36.57,1890.0,Kenya,Africa and Red Sea,Africa (eastern),1032.0,Rift zone / Continental crust (>25 km),Shield Volcano
263340,Raung,16119,2.0,1897-01-01,,-8.119,114.056,1890.0,Indonesia,Indonesia,Java,3260.0,Subduction zone / Continental crust (>25 km),Stratovolcano
256010,Tinakula,15196,2.0,1897-01-01,,-10.386,165.804,1890.0,Solomon Islands,Melanesia and Australia,Santa Cruz Islands,796.0,Subduction zone / Crustal thickness unknown,Stratovolcano
282110,Asosan,17290,2.0,1897-01-01,,32.884,131.104,1890.0,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,1592.0,Subduction zone / Continental crust (>25 km),Caldera
283190,Zaozan [Zaosan],17984,1.0,1897-01-01,1897.0,38.144,140.44,1890.0,Japan,"Japan, Taiwan, Marianas",Honshu,1841.0,Subduction zone / Continental crust (>25 km),Complex Volcano
233020,"Fournaise, Piton de la",14302,0.0,1897-01-01,1897.0,-21.244,55.708,1890.0,France,Middle East and Indian Ocean,Indian Ocean (western),2632.0,Intraplate / Oceanic crust (< 15 km),Shield Volcano
263300,Semeru,16000,2.0,1897-01-01,1897.0,-8.108,112.922,1890.0,Indonesia,Indonesia,Java,3657.0,Subduction zone / Continental crust (>25 km),Stratovolcano
357010,Tupungatito,11893,2.0,1897-01-01,1897.0,-33.425,-69.797,1890.0,Chile-Argentina,South America,Central Chile and Argentina,5660.0,Subduction zone / Continental crust (>25 km),Stratovolcano
353090,Santiago,11732,0.0,1897-01-01,,-0.22,-90.77,1890.0,Ecuador,South America,Galapagos Islands,920.0,Rift zone / Oceanic crust (< 15 km),Shield Volcano
373010,Grimsvotn,12822,2.0,1897-01-01,,64.416,-17.316,1890.0,Iceland,Iceland and Arctic Ocean,Iceland (northeastern),1719.0,Rift zone / Oceanic crust (< 15 km),Caldera
264010,Batur,16185,2.0,1897-01-01,,-8.242,115.375,1890.0,Indonesia,Indonesia,Lesser Sunda Islands,1717.0,Subduction zone / Continental crust (>25 km),Caldera
263250,Merapi,15889,2.0,1897-01-01,,-7.54,110.446,1890.0,Indonesia,Indonesia,Java,2910.0,Subduction zone / Continental crust (>25 km),Stratovolcano
241080,Tongariro,13565,2.0,1897-01-01,,-39.157,175.632,1890.0,New Zealand,New Zealand to Fiji,New Zealand,1978.0,Subduction zone / Continental crust (>25 km),Stratovolcano
300270,Sheveluch,19574,2.0,1897-01-01,1898.0,56.653,161.36,1890.0,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,3283.0,Subduction zone / Continental crust (>25 km),Stratovolcano
282090,Kirishimayama,17148,2.0,1896-01-01,,31.934,130.862,1890.0,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,1700.0,Subduction zone / Continental crust (>25 km),Shield Volcano
300260,Klyuchevskoy,19429,2.0,1896-01-01,1897.0,56.056,160.642,1890.0,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,4754.0,Subduction zone / Continental crust (>25 km),Stratovolcano
241080,Tongariro,13564,2.0,1896-01-01,1896.0,-39.157,175.632,1890.0,New Zealand,New Zealand to Fiji,New Zealand,1978.0,Subduction zone / Continental crust (>25 km),Stratovolcano
263320,Lamongan,16100,2.0,1896-01-01,1896.0,-7.981,113.341,1890.0,Indonesia,Indonesia,Java,1641.0,Subduction zone / Continental crust (>25 km),Stratovolcano
283180,Azumayama,17932,1.0,1896-01-01,1896.0,37.735,140.244,1890.0,Japan,"Japan, Taiwan, Marianas",Honshu,1949.0,Subduction zone / Continental crust (>25 km),Stratovolcano
283190,Zaozan [Zaosan],17983,1.0,1896-01-01,,38.144,140.44,1890.0,Japan,"Japan, Taiwan, Marianas",Honshu,1841.0,Subduction zone / Continental crust (>25 km),Complex Volcano
268060,Gamalama,16655,1.0,1896-01-01,1896.0,0.8,127.33,1890.0,Indonesia,Indonesia,Halmahera,1715.0,Subduction zone / Oceanic crust (< 15 km),Stratovolcano
263340,Raung,16118,2.0,1896-01-01,,-8.119,114.056,1890.0,Indonesia,Indonesia,Java,3260.0,Subduction zone / Continental crust (>25 km),Stratovolcano
332010,Kilauea,10069,0.0,1896-01-01,1896.0,19.421,-155.287,1890.0,United States,Hawaii and Pacific Ocean,Hawaiian Islands,1222.0,Intraplate / Oceanic crust (< 15 km),Shield Volcano
263090,Tangkuban Parahu,15672,2.0,1896-01-01,1896.0,-6.77,107.6,1890.0,Indonesia,Indonesia,Java,2084.0,Subduction zone / Continental crust (>25 km),Stratovolcano
263300,Semeru,15999,2.0,1896-01-01,1896.0,-8.108,112.922,1890.0,Indonesia,Indonesia,Java,3657.0,Subduction zone / Continental crust (>25 km),Stratovolcano
332020,Mauna Loa,10211,0.0,1896-01-01,1896.0,19.475,-155.608,1890.0,United States,Hawaii and Pacific Ocean,Hawaiian Islands,4170.0,Intraplate / Oceanic crust (< 15 km),Shield Volcano
283190,Zaozan [Zaosan],17982,1.0,1896-01-01,1896.0,38.144,140.44,1890.0,Japan,"Japan, Taiwan, Marianas",Honshu,1841.0,Subduction zone / Continental crust (>25 km),Complex Volcano
342090,Fuego,10715,2.0,1896-01-01,,14.473,-90.88,1890.0,Guatemala,México and Central America,Guatemala,3763.0,Subduction zone / Continental crust (>25 km),Stratovolcano
332010,Kilauea,10068,0.0,1896-01-01,1896.0,19.421,-155.287,1890.0,United States,Hawaii and Pacific Ocean,Hawaiian Islands,1222.0,Intraplate / Oceanic crust (< 15 km),Shield Volcano
341021,Socorro,10372,2.0,1896-01-01,,18.78,-110.95,1890.0,Mexico,México and Central America,Mexico,1050.0,Rift zone / Oceanic crust (< 15 km),Shield Volcano
284070,Myojinsho,18311,2.0,1896-01-01,,31.888,139.918,1890.0,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",11.0,Subduction zone / Oceanic crust (< 15 km),Submarine Volcano
263310,Tengger Caldera,16042,2.0,1896-01-01,,-7.942,112.95,1890.0,Indonesia,Indonesia,Java,2329.0,Subduction zone / Continental crust (>25 km),Stratovolcano
